"ID","MS.SubClass","Lot.Frontage","Lot.Area","Alley","Lot.Shape","Land.Contour","House.Style","Overall.Qual","Overall.Cond","Year.Built","Mas.Vnr.Area","Exter.Cond","BsmtFin.SF.2","Bsmt.Unf.SF","Total.Bsmt.SF","Heating.QC","X1st.Flr.SF","X2nd.Flr.SF","Low.Qual.Fin.SF","Gr.Liv.Area","Bsmt.Full.Bath","Bsmt.Half.Bath","Full.Bath","Half.Bath","Bedroom.AbvGr","Kitchen.Qual","Functional","Garage.Type","Garage.Cars","Garage.Cond","Paved.Drive","Wood.Deck.SF","Open.Porch.SF","Enclosed.Porch","X3Ssn.Porch","Screen.Porch","Misc.Feature","Misc.Val","Mo.Sold","Sale.Condition","SalePrice","is.miss.Lot.Frontage","is.miss.Mas.Vnr.Area"
2094,60,103,13125,"NA","IR1","Lvl","2Story",7,5,1991,0,"TA",634,422,1104,"Ex",912,1215,0,2127,1,0,2,1,4,"Gd","Typ","Attchd",3,"TA","Y",72,192,224,0,0,"NA",0,11,"Normal",23.8,0,0
2095,60,82,11287,"NA","Reg","Lvl","2Story",7,6,1989,340,"TA",0,386,807,"Gd",1175,807,0,1982,0,0,2,1,3,"Gd","Typ","Attchd",2,"TA","Y",0,84,0,196,0,"NA",0,1,"Normal",22.85,0,0
2096,60,75,9317,"NA","Reg","Lvl","2Story",7,5,1994,0,"Gd",0,282,779,"Ex",1029,929,0,1958,1,0,2,1,3,"Gd","Typ","Attchd",2,"TA","Y",202,93,0,0,0,"NA",0,7,"Normal",22,0,0
2098,60,77,9965,"NA","Reg","Lvl","2Story",8,5,2006,340,"TA",0,316,1466,"Ex",1466,1362,0,2828,1,0,3,0,4,"Gd","Typ","BuiltIn",3,"TA","Y",125,144,0,0,0,"NA",0,4,"Partial",42.487,0,0
2100,20,93,10481,"NA","IR1","Lvl","1Story",8,5,2006,0,"TA",0,2140,2140,"Ex",2140,0,0,2140,0,0,2,1,3,"Gd","Typ","Attchd",3,"TA","Y",136,32,0,0,0,"NA",0,6,"Partial",36,0,0
2101,20,91,10652,"NA","IR1","Lvl","1Story",7,5,2006,306,"TA",0,1494,1494,"Ex",1494,0,0,1494,0,0,2,0,3,"Gd","Typ","Attchd",3,"TA","Y",160,33,0,0,0,"NA",0,8,"Partial",27.95,0,0
2102,20,103,11175,"NA","IR1","Lvl","1Story",7,5,2007,0,"TA",0,1316,1316,"Ex",1316,0,0,1316,0,0,2,0,3,"Gd","Typ","Attchd",2,"TA","Y",0,20,0,0,0,"NA",0,10,"Partial",20.0141,0,0
2103,20,66,10235,"NA","IR1","Lvl","1Story",8,5,2007,306,"TA",0,1643,1643,"Ex",1651,0,0,1651,0,0,2,0,3,"Gd","Typ","Attchd",3,"TA","Y",192,64,0,0,0,"NA",0,9,"Partial",24.65,0,0
2105,20,68,8814,"NA","Reg","Lvl","1Story",7,5,2005,80,"TA",0,349,1274,"Ex",1274,0,0,1274,1,0,2,0,3,"Gd","Typ","Attchd",2,"TA","Y",264,98,0,0,0,"NA",0,1,"Partial",20.3,0,0
2106,60,85,11103,"NA","IR1","Lvl","2Story",7,5,2006,0,"TA",0,728,728,"Ex",728,728,0,1456,0,0,2,1,3,"Gd","Typ","Attchd",2,"TA","Y",0,0,0,0,0,"NA",0,7,"Partial",15.5835,0,0
2108,20,64,6762,"NA","Reg","Lvl","1Story",7,5,2007,108,"TA",0,544,1208,"Ex",1208,0,0,1208,1,0,2,0,2,"Gd","Typ","Attchd",2,"TA","Y",105,54,0,0,0,"NA",0,9,"Partial",19.54,0,0
2109,20,75,11750,"NA","IR1","Lvl","1Story",7,5,2005,204,"TA",0,1526,1546,"Ex",1546,0,0,1546,0,0,2,0,3,"Gd","Typ","Attchd",3,"TA","Y",144,42,0,0,0,"NA",0,6,"Normal",21.7,0,0
2111,20,64,7242,"NA","Reg","Lvl","1Story",7,5,2005,0,"TA",0,1270,1270,"Ex",1270,0,0,1270,0,0,2,0,2,"Gd","Typ","Attchd",2,"TA","Y",0,96,0,0,0,"NA",0,7,"Normal",17.59,0,0
2112,60,78,9316,"NA","Reg","Lvl","2Story",7,5,2005,0,"TA",0,879,879,"Ex",879,916,0,1795,0,0,2,1,3,"Gd","Typ","Attchd",2,"TA","Y",164,111,0,0,0,"NA",0,10,"Normal",19.1,0,0
2113,20,78,9317,"NA","IR1","Lvl","1Story",6,5,2006,0,"TA",0,1290,1314,"Gd",1314,0,0,1314,0,0,2,0,3,"Gd","Typ","Attchd",2,"TA","Y",0,22,0,0,0,"NA",0,3,"Normal",17.6432,0,0
2114,60,0,14364,"NA","IR1","Low","2Story",7,5,1988,128,"TA",0,92,1157,"Ex",1180,882,0,2062,1,0,2,1,3,"TA","Typ","Attchd",2,"TA","Y",60,55,0,0,154,"NA",0,4,"Normal",27.7,1,0
2116,50,0,159000,"NA","IR2","Low","1.5Fin",6,7,1958,472,"TA",0,747,1444,"Gd",1444,700,0,2144,0,1,2,0,4,"Gd","Typ","Attchd",2,"TA","Y",0,98,0,0,0,"Shed",500,6,"Normal",27.7,1,0
2118,60,0,12205,"NA","IR1","Low","2Story",6,8,1966,157,"TA",0,264,832,"Gd",976,1111,0,2087,0,0,2,1,5,"Gd","Typ","Attchd",2,"TA","Y",133,168,0,0,0,"NA",0,7,"Normal",18.75,1,0
2119,20,155,20064,"NA","IR1","Low","1Story",8,6,1976,0,"TA",915,0,966,"Ex",1743,0,0,1743,2,0,0,1,0,"Gd","Typ","Attchd",2,"TA","Y",646,0,0,0,0,"NA",0,5,"Normal",27.9,0,0
2122,20,105,11249,"NA","IR2","Lvl","1Story",6,5,1995,0,"Gd",544,322,1200,"Ex",1200,0,0,1200,1,0,2,0,3,"Gd","Typ","Attchd",2,"TA","Y",0,26,0,0,0,"NA",0,8,"Normal",17.75,0,0
2123,60,57,10021,"NA","IR1","Lvl","2Story",6,6,1997,0,"Gd",0,96,635,"Ex",646,662,0,1308,1,0,2,1,3,"Gd","Typ","Attchd",2,"TA","Y",142,54,0,0,0,"NA",0,5,"Normal",17.5,0,0
2125,20,60,8428,"NA","IR2","Lvl","1Story",5,7,1994,0,"Gd",0,570,990,"Ex",990,0,0,990,1,0,1,0,3,"TA","Typ","Detchd",1,"TA","Y",256,0,0,0,0,"NA",0,7,"Normal",14.6,0,0
2126,20,70,16561,"NA","IR2","Low","1Story",5,5,1996,0,"TA",0,548,1097,"Ex",1097,0,0,1097,1,0,1,1,3,"TA","Typ","Attchd",1,"TA","Y",306,0,0,0,0,"NA",0,7,"Normal",14.79,0,0
2127,20,60,8070,"NA","Reg","Lvl","1Story",4,5,1994,0,"TA",0,402,990,"Ex",990,0,0,990,1,0,1,0,3,"TA","Typ","NA",0,"NA","Y",0,0,0,0,0,"NA",0,8,"Normal",12.36,0,0
2129,60,47,10820,"NA","IR2","Lvl","2Story",7,5,1999,0,"TA",0,646,988,"Ex",988,885,0,1873,0,0,2,1,3,"Gd","Typ","Attchd",2,"TA","Y",202,123,0,0,0,"NA",0,3,"Normal",23.55,0,0
2133,20,72,10665,"NA","IR1","Lvl","1Story",7,5,2003,167,"TA",0,440,1453,"Ex",1479,0,0,1479,1,0,2,0,3,"Gd","Typ","Attchd",2,"TA","Y",144,29,0,0,0,"NA",0,6,"Normal",22.6,0,0
2134,60,72,11317,"NA","Reg","Lvl","2Story",7,5,2003,101,"TA",0,840,840,"Ex",840,828,0,1668,0,0,2,1,3,"Gd","Typ","Attchd",2,"TA","Y",144,68,0,0,0,"NA",0,9,"Normal",18,0,0
2135,20,97,11800,"NA","IR1","Bnk","1Story",5,5,1974,0,"TA",0,201,864,"TA",894,0,0,894,0,0,1,0,3,"TA","Typ","Attchd",2,"TA","Y",0,0,0,0,0,"NA",0,8,"Family",13.1,0,0
2138,20,45,8982,"NA","IR1","Lvl","1Story",5,5,1977,0,"TA",0,501,1040,"TA",1040,0,0,1040,0,0,1,1,3,"TA","Typ","Detchd",2,"TA","Y",0,0,0,0,0,"NA",0,1,"Normal",13.49,0,0
2140,20,75,9675,"NA","Reg","Lvl","1Story",5,6,1975,0,"TA",432,102,864,"TA",879,0,0,879,0,0,1,0,3,"TA","Typ","Attchd",2,"TA","Y",0,80,0,0,0,"NA",0,9,"Normal",12,0,0
2141,20,70,7700,"NA","Reg","Lvl","1Story",5,5,1972,0,"TA",468,276,882,"TA",882,0,0,882,1,0,1,0,3,"TA","Typ","Detchd",2,"TA","Y",96,0,0,0,0,"NA",0,3,"Normal",11.25,0,0
2142,20,120,10356,"NA","Reg","Lvl","1Story",5,6,1975,0,"TA",0,253,969,"TA",969,0,0,969,0,0,1,1,3,"TA","Typ","Attchd",2,"TA","Y",0,0,0,0,0,"NA",0,1,"Normal",12.2,0,0
2144,20,60,7200,"NA","Reg","Lvl","1Story",4,8,1972,0,"Gd",0,0,385,"Gd",875,0,0,875,0,0,1,0,3,"Gd","Typ","Detchd",2,"TA","Y",352,0,0,0,0,"NA",0,10,"Normal",11.7,0,0
2145,20,80,10386,"NA","Reg","Lvl","1Story",8,5,2004,246,"TA",0,536,2000,"Ex",2000,0,0,2000,1,0,2,0,3,"Gd","Typ","Attchd",3,"TA","Y",168,0,0,0,0,"NA",0,7,"Normal",30.59,0,0
2146,60,0,9375,"NA","Reg","Lvl","2Story",8,5,2002,149,"TA",0,1284,1284,"Ex",1284,885,0,2169,0,0,2,1,3,"Gd","Typ","Attchd",2,"TA","Y",192,87,0,0,0,"NA",0,8,"Normal",22.85,1,0
2147,20,0,11354,"NA","Reg","Lvl","1Story",7,5,2000,0,"TA",0,261,1673,"Ex",1673,0,0,1673,1,0,2,0,3,"Gd","Typ","Attchd",2,"TA","Y",306,113,0,0,116,"NA",0,1,"Normal",27,1,0
2148,20,70,8749,"NA","Reg","Lvl","1Story",7,5,2002,100,"TA",0,1459,1459,"Ex",1459,0,0,1459,0,0,2,0,3,"Gd","Typ","Attchd",2,"TA","Y",192,39,0,0,0,"NA",0,9,"Normal",19.2,0,0
2149,60,70,8749,"NA","Reg","Lvl","2Story",7,5,2003,0,"TA",0,325,979,"Ex",992,940,0,1932,1,0,2,1,3,"Gd","Typ","Attchd",2,"TA","Y",0,120,0,0,0,"NA",0,6,"Normal",21.3,0,0
2150,60,65,8158,"NA","Reg","Lvl","2Story",7,5,2002,214,"TA",0,860,860,"Ex",860,869,0,1729,0,0,2,1,3,"Gd","Typ","Attchd",2,"TA","Y",386,63,0,0,0,"NA",0,8,"Normal",20,0,0
2151,60,66,16226,"NA","IR3","Lvl","2Story",8,5,1998,0,"TA",0,747,1028,"Ex",1210,1242,0,2452,0,0,2,1,4,"Gd","Typ","BuiltIn",2,"TA","Y",208,50,0,0,0,"NA",0,5,"Normal",26.7,0,0
2153,60,0,12728,"NA","Reg","Lvl","2Story",8,5,2001,256,"TA",0,333,1531,"Ex",1531,908,0,2439,1,0,2,1,4,"Gd","Typ","Attchd",2,"TA","Y",184,121,0,0,0,"NA",0,1,"Normal",27.5,1,0
2154,60,0,15295,"NA","IR3","Lvl","2Story",7,5,1996,254,"TA",0,98,860,"Ex",1212,780,0,1992,1,0,2,1,3,"Gd","Min2","Attchd",2,"TA","Y",225,32,0,0,0,"NA",0,6,"Normal",21.1,1,0
2156,60,80,10000,"NA","Reg","Lvl","2Story",8,5,1995,438,"TA",0,141,1220,"Ex",1220,870,0,2090,1,0,2,1,3,"Gd","Typ","Attchd",2,"TA","Y",0,65,0,0,0,"NA",0,12,"Normal",24,0,0
2158,20,73,17227,"NA","IR2","Lvl","1Story",8,5,1999,158,"TA",0,426,1341,"Ex",1341,0,0,1341,1,0,1,1,1,"Gd","Typ","Attchd",2,"TA","Y",240,84,0,0,0,"NA",0,1,"Normal",24.69,0,0
2160,20,65,8450,"NA","Reg","Lvl","1Story",7,5,2003,0,"TA",0,638,1337,"Ex",1337,0,0,1337,1,0,2,0,3,"Gd","Typ","Attchd",2,"TA","Y",0,39,0,0,0,"NA",0,10,"Normal",18.5,0,0
2161,60,70,8145,"NA","IR1","Lvl","2Story",7,5,2007,0,"TA",0,738,738,"Ex",738,738,0,1476,0,0,2,1,3,"Gd","Typ","Attchd",2,"TA","Y",0,35,0,0,0,"NA",0,6,"Partial",17.94,0,0
2163,20,63,8500,"NA","Reg","Lvl","1Story",7,5,2004,106,"TA",0,1422,1422,"Ex",1422,0,0,1422,0,0,2,0,3,"Gd","Typ","Attchd",2,"TA","Y",192,60,0,0,0,"NA",0,11,"Normal",17.96,0,0
2164,20,65,8769,"NA","Reg","Lvl","1Story",7,5,2005,0,"TA",0,460,1169,"Ex",1190,0,0,1190,1,0,2,0,2,"Gd","Typ","Attchd",2,"TA","Y",100,41,0,0,0,"NA",0,10,"Normal",17.35,0,0
2165,20,64,8334,"NA","Reg","Lvl","1Story",6,5,2006,0,"TA",0,1330,1330,"Ex",1330,0,0,1330,0,0,2,0,3,"Gd","Typ","Attchd",2,"TA","Y",0,23,0,0,0,"NA",0,7,"Partial",16.784,0,0
2166,60,64,8333,"NA","Reg","Lvl","2Story",7,5,2006,0,"TA",0,738,738,"Gd",738,753,0,1491,0,0,2,1,3,"Gd","Typ","Attchd",2,"TA","Y",100,30,0,0,0,"NA",0,5,"Normal",16.8675,0,0
2168,20,70,9170,"NA","Reg","Lvl","1Story",5,7,1965,0,"TA",96,420,1214,"Ex",1214,0,0,1214,1,0,1,0,2,"TA","Typ","Detchd",2,"Fa","Y",0,0,184,0,0,"Shed",400,4,"Normal",14,0,0
2172,50,74,16287,"NA","Reg","Lvl","1.5Fin",5,6,1925,0,"Gd",105,666,901,"TA",901,450,0,1351,1,0,1,0,3,"TA","Typ","Detchd",2,"TA","N",0,0,43,0,100,"NA",0,7,"Normal",12.2,0,0
2173,20,80,8240,"NA","Reg","Lvl","1Story",6,6,1960,198,"TA",0,1179,1179,"Gd",1179,0,0,1179,0,0,1,0,2,"TA","Min2","Attchd",2,"TA","P",0,0,0,0,0,"NA",0,6,"Normal",11,0,0
2174,90,81,11841,"NA","Reg","Lvl","SFoyer",6,5,1990,104,"Gd",0,0,816,"TA",816,0,0,816,1,0,1,0,3,"TA","Typ","NA",0,"NA","Y",0,32,0,0,0,"NA",0,5,"Normal",11.85,0,0
2175,80,65,6285,"NA","Reg","Lvl","SLvl",6,6,1976,0,"Fa",0,456,960,"TA",1044,0,0,1044,1,0,1,0,3,"TA","Typ","Detchd",2,"Fa","Y",228,0,0,0,0,"NA",0,4,"Normal",13.35,0,0
2176,20,0,7917,"NA","IR1","Lvl","1Story",6,7,1976,174,"Gd",0,392,1143,"TA",1113,0,0,1113,1,0,1,1,3,"TA","Typ","Attchd",1,"Gd","Y",370,30,0,0,0,"NA",0,5,"Normal",14.8,1,0
2177,90,0,9555,"NA","IR1","Lvl","2Story",5,6,1979,0,"TA",0,0,0,"TA",1100,1133,0,2233,0,0,2,1,5,"TA","Typ","Attchd",2,"Gd","Y",0,0,0,0,0,"NA",0,2,"Normal",14.1,1,0
2178,20,74,8536,"NA","Reg","Lvl","1Story",5,5,2006,0,"TA",0,1125,1125,"Gd",1125,0,0,1125,0,0,1,1,2,"TA","Typ","Attchd",2,"TA","Y",80,64,0,0,0,"NA",0,4,"Partial",15.5,0,0
2179,20,60,7024,"NA","Reg","Lvl","1Story",5,5,2005,0,"TA",0,110,1090,"Gd",1090,0,0,1090,1,0,1,1,2,"TA","Typ","Attchd",2,"TA","Y",0,49,0,0,0,"NA",0,6,"Normal",15.7,0,0
2180,60,60,7023,"NA","Reg","Lvl","2Story",5,5,2005,0,"TA",0,123,734,"Gd",734,674,0,1408,1,0,2,1,3,"TA","Typ","BuiltIn",2,"TA","Y",0,85,0,0,0,"NA",0,5,"Normal",17.15,0,0
2181,20,128,39290,"NA","IR1","Bnk","1Story",10,5,2008,1224,"TA",0,1085,5095,"Ex",5095,0,0,5095,1,1,2,1,2,"Ex","Typ","Attchd",3,"TA","Y",546,484,0,0,0,"Elev",17000,10,"Partial",18.385,0,0
2182,60,130,40094,"NA","IR1","Bnk","2Story",10,5,2007,762,"TA",0,878,3138,"Ex",3138,1538,0,4676,1,0,3,1,3,"Ex","Typ","BuiltIn",3,"TA","Y",208,406,0,0,0,"NA",0,10,"Partial",18.475,0,0
2183,180,35,3675,"NA","Reg","Lvl","SFoyer",6,5,2005,76,"TA",0,80,547,"Ex",1072,0,0,1072,1,0,1,0,2,"Gd","Typ","Basment",2,"TA","Y",0,44,0,0,0,"NA",0,5,"Normal",14,0,0
2184,20,64,6400,"NA","Reg","Lvl","1Story",5,7,1959,0,"TA",831,52,960,"Ex",960,0,0,960,1,0,1,0,2,"Fa","Typ","Detchd",1,"TA","Y",144,0,35,0,0,"NA",0,12,"Normal",13.175,0,0
2186,20,75,10215,"NA","Reg","Bnk","1Story",4,5,1954,132,"TA",0,372,864,"Ex",948,0,0,948,0,0,1,0,3,"TA","Typ","Attchd",1,"TA","Y",0,0,0,0,0,"NA",0,2,"Normal",11.1,0,0
2187,90,52,8741,"NA","Reg","Lvl","1Story",5,6,1946,0,"TA",0,1195,1195,"TA",1195,0,0,1195,0,0,2,0,4,"TA","Typ","NA",0,"NA","N",118,0,0,0,0,"NA",0,7,"Abnorml",9.85,0,0
2189,40,62,10042,"NA","Reg","Bnk","1.5Fin",6,8,1920,0,"TA",278,238,660,"TA",740,125,0,865,1,0,1,0,2,"TA","Typ","Detchd",1,"TA","Y",0,0,84,0,0,"NA",0,8,"Normal",10.85,0,0
2190,20,68,9450,"NA","Reg","Bnk","1Story",4,5,1954,0,"TA",0,342,894,"Ex",894,0,0,894,0,0,1,0,3,"TA","Typ","Detchd",2,"TA","Y",0,0,0,0,0,"NA",0,5,"Abnorml",11,0,0
2192,20,60,8172,"NA","Reg","Lvl","1Story",4,5,1955,0,"TA",0,224,768,"TA",768,0,0,768,0,0,1,0,2,"TA","Typ","Detchd",1,"TA","Y",0,0,196,0,0,"NA",0,7,"Normal",12.5,0,0
2194,20,60,8190,"NA","Reg","Lvl","1Story",4,6,1954,0,"TA",0,216,948,"Ex",948,0,0,948,1,0,1,0,3,"TA","Typ","Detchd",1,"TA","Y",0,36,0,0,0,"NA",0,10,"Normal",11.9,0,0
2195,190,60,10896,"Pave","Reg","Bnk","2.5Fin",6,7,1914,0,"TA",0,1184,1440,"Ex",1440,1440,515,3395,0,0,2,0,8,"Fa","Typ","NA",0,"NA","N",0,110,0,0,0,"NA",0,3,"Abnorml",20,0,0
2198,45,55,10594,"NA","Reg","Lvl","1.5Unf",5,5,1926,0,"TA",0,768,768,"Fa",789,0,0,789,0,0,1,0,2,"TA","Typ","Detchd",1,"Po","Y",0,0,112,0,0,"NA",0,6,"Normal",9.65,0,0
2199,30,54,7223,"NA","Reg","Lvl","1Story",5,5,1926,0,"TA",0,971,1290,"TA",1422,0,0,1422,0,0,1,0,3,"TA","Typ","Detchd",1,"TA","Y",0,0,64,0,0,"NA",0,4,"Normal",13.65,0,0
2200,50,51,6821,"NA","Reg","HLS","1.5Fin",6,7,1921,0,"TA",0,538,651,"Gd",759,539,0,1298,0,0,2,0,2,"TA","Typ","Detchd",1,"TA","P",216,0,168,0,0,"NA",0,8,"Normal",14.65,0,0
2201,50,60,7200,"NA","Reg","Lvl","1.5Fin",5,7,1937,252,"TA",0,162,731,"Ex",981,787,0,1768,1,0,1,1,3,"Gd","Typ","Detchd",1,"TA","Y",0,0,264,0,0,"NA",0,6,"Normal",17.5,0,0
2203,70,53,6720,"NA","Reg","Lvl","2Story",6,7,1921,0,"TA",0,585,585,"TA",851,585,0,1436,0,0,1,0,3,"TA","Typ","Detchd",1,"TA","Y",184,0,0,0,0,"NA",0,4,"Normal",14.15,0,0
2205,70,53,7155,"NA","Reg","Lvl","2Story",6,8,1926,0,"TA",0,686,686,"TA",686,775,0,1461,0,0,1,0,3,"TA","Typ","Detchd",1,"TA","N",0,0,116,0,0,"NA",0,7,"Normal",13.5,0,0
2207,30,40,4280,"NA","Reg","Lvl","1Story",5,6,1913,0,"TA",0,75,440,"TA",694,0,0,694,0,0,1,0,2,"Gd","Typ","Detchd",1,"TA","P",0,0,34,0,0,"NA",0,3,"Normal",9.035,0,0
2208,50,53,5362,"NA","Reg","Lvl","1.5Fin",5,6,1910,0,"TA",0,661,661,"Ex",661,589,0,1250,0,0,2,0,3,"TA","Typ","Detchd",2,"TA","Y",242,0,81,0,0,"NA",0,11,"Normal",13.9,0,0
2209,30,50,6305,"NA","Reg","Bnk","1Story",5,7,1938,0,"Gd",0,920,920,"Ex",954,0,0,954,0,0,1,0,2,"Fa","Typ","Basment",1,"TA","Y",0,0,0,0,0,"NA",0,6,"Normal",11.975,0,0
2213,20,126,13108,"NA","IR2","HLS","1Story",5,5,1951,0,"TA",0,0,0,"Fa",1226,0,0,1226,0,0,1,1,2,"TA","Min1","Attchd",2,"TA","Y",174,24,120,0,228,"NA",0,6,"Normal",15.35,0,0
2214,70,86,22420,"NA","IR1","Lvl","2Story",6,6,1918,0,"TA",0,242,1370,"TA",1370,1254,0,2624,1,0,2,1,4,"TA","Typ","Detchd",3,"TA","N",0,0,0,0,0,"NA",0,11,"Normal",23.9,0,0
2215,70,78,12168,"NA","Reg","HLS","2Story",8,6,1934,0,"TA",0,537,965,"TA",1940,1254,0,3194,0,0,2,1,4,"TA","Typ","Basment",2,"TA","Y",0,0,0,0,0,"NA",0,9,"Alloca",35.91,0,0
2216,50,110,7810,"NA","IR1","HLS","1.5Fin",4,6,1930,0,"Gd",0,741,930,"Ex",1230,525,0,1755,0,0,2,0,4,"Gd","Typ","Detchd",1,"TA","Y",0,40,0,0,0,"NA",0,11,"Normal",18.8,0,0
2217,50,0,11275,"NA","IR1","HLS","1.5Fin",6,7,1932,480,"TA",557,0,854,"TA",1096,895,0,1991,0,0,1,1,3,"TA","Typ","Detchd",2,"Fa","Y",0,0,19,0,0,"NA",0,3,"Normal",22,1,0
2219,70,70,10570,"NA","Reg","Bnk","2Story",8,8,1932,0,"TA",0,556,853,"TA",1549,1178,0,2727,0,0,2,1,3,"Gd","Maj1","Detchd",2,"TA","Y",0,74,0,0,0,"NA",0,12,"Normal",31.5,0,0
2221,20,110,14442,"NA","Reg","Lvl","1Story",6,7,1957,106,"TA",0,291,1477,"Ex",1839,0,0,1839,1,0,2,0,3,"Gd","Typ","Attchd",2,"TA","Y",0,87,0,0,200,"NA",0,6,"Normal",25.75,0,0
2222,70,75,13125,"NA","Reg","Lvl","2Story",7,6,1940,0,"TA",0,390,800,"TA",960,780,0,1740,0,0,1,1,3,"TA","Typ","Attchd",1,"TA","Y",0,0,0,0,0,"NA",0,7,"Normal",21.95,0,0
2226,160,24,1782,"NA","Reg","Lvl","2Story",6,6,1980,0,"Gd",0,186,516,"Gd",529,516,0,1045,0,0,1,0,2,"TA","Typ","Detchd",2,"TA","Y",180,0,0,0,0,"NA",0,12,"Normal",12.39,0,0
2228,120,35,3907,"NA","IR1","Bnk","1Story",8,5,1988,0,"TA",0,427,1004,"Gd",1020,0,0,1020,1,0,1,0,1,"TA","Typ","Attchd",2,"TA","Y",135,0,0,0,0,"NA",0,3,"Normal",20,0,0
2229,20,0,20693,"NA","IR1","Bnk","1Story",7,5,1971,652,"TA",0,1262,1696,"Ex",1696,0,0,1696,0,0,2,0,3,"TA","Typ","Attchd",2,"TA","Y",0,146,0,0,0,"NA",0,2,"Normal",19.8,1,0
2231,20,70,18044,"NA","IR1","HLS","1Story",8,5,1986,0,"TA",0,279,279,"Gd",2726,0,0,2726,0,0,2,1,2,"Gd","Typ","Attchd",2,"Gd","Y",216,64,169,0,0,"NA",0,8,"Normal",31.5,0,0
2232,50,85,8500,"NA","Reg","Lvl","1.5Fin",5,7,1919,0,"TA",0,793,793,"TA",997,520,0,1517,0,0,2,0,3,"Fa","Typ","NA",0,"NA","N",0,0,144,0,0,"NA",0,8,"Normal",11.5,0,0
2233,50,50,7000,"NA","Reg","Lvl","1.5Fin",6,7,1940,0,"TA",0,345,720,"Gd",720,495,0,1215,0,0,1,0,3,"Gd","Typ","Detchd",2,"TA","Y",0,0,30,0,0,"NA",0,5,"Normal",14.1,0,0
2234,45,50,5000,"NA","Reg","Lvl","1.5Unf",5,6,1941,0,"TA",0,604,720,"Po",803,0,0,803,0,0,1,0,2,"TA","Typ","Detchd",2,"TA","Y",0,0,244,0,0,"NA",0,12,"Normal",8.7,0,0
2235,50,50,7288,"NA","Reg","Lvl","1.5Fin",5,7,1925,0,"Gd",0,936,936,"Ex",936,665,0,1601,0,0,2,0,3,"TA","Typ","NA",0,"NA","N",0,0,0,176,0,"NA",0,9,"Normal",12.985,0,0
2236,50,50,6060,"NA","Reg","Lvl","1.5Fin",4,5,1939,0,"TA",0,732,732,"Gd",772,351,0,1123,0,0,1,0,3,"TA","Typ","Detchd",1,"TA","P",0,0,140,0,0,"NA",0,6,"Normal",10,0,0
2239,30,59,8263,"NA","Reg","Bnk","1Story",6,5,1920,0,"TA",0,1012,1012,"TA",1012,0,0,1012,0,0,1,0,2,"TA","Typ","Detchd",1,"TA","Y",0,22,112,0,0,"NA",0,5,"Normal",11.84,0,0
2240,30,60,8967,"NA","Reg","Lvl","1Story",5,2,1920,0,"Fa",0,961,961,"Gd",1077,0,0,1077,0,0,1,0,2,"TA","Maj2","Detchd",1,"Po","N",0,0,0,0,0,"NA",0,11,"Abnorml",6.7,0,0
2241,50,75,13710,"NA","Reg","Lvl","1.5Fin",5,5,1950,0,"TA",0,490,910,"TA",910,648,0,1558,0,0,1,1,4,"TA","Typ","Attchd",1,"TA","Y",289,0,0,0,0,"NA",0,6,"Normal",15.2,0,0
2243,190,75,8250,"NA","Reg","Lvl","2Story",5,6,1895,0,"Gd",0,957,957,"Fa",1034,957,0,1991,0,0,2,0,4,"TA","Typ","NA",0,"NA","N",0,0,133,0,0,"NA",0,6,"Normal",11.96,0,0
2245,30,60,6060,"NA","Reg","Lvl","1Story",5,9,1930,0,"TA",0,100,837,"Ex",1001,0,0,1001,0,0,1,0,2,"Gd","Typ","Detchd",1,"Po","N",154,0,42,86,0,"NA",0,11,"Normal",12.49,0,0
2246,120,59,5568,"NA","IR1","HLS","1Story",8,5,2006,473,"TA",0,0,1573,"Gd",1625,0,0,1625,1,1,2,0,2,"Gd","Typ","Attchd",2,"TA","Y",123,0,0,0,153,"NA",0,10,"Partial",37.5,0,0
2249,85,0,7540,"NA","IR1","Lvl","SFoyer",6,6,1978,0,"TA",0,115,888,"Ex",912,0,0,912,1,0,1,0,2,"TA","Typ","Attchd",2,"TA","Y",0,0,0,0,192,"NA",0,6,"Normal",15.6,1,0
2252,20,44,12864,"NA","IR1","Lvl","1Story",7,5,2002,0,"TA",0,17,1409,"Ex",1409,0,0,1409,1,0,1,1,1,"Gd","Typ","Attchd",2,"TA","Y",0,144,0,0,145,"NA",0,7,"Normal",24.5,0,0
2254,80,0,8750,"NA","IR1","Lvl","SLvl",7,6,1975,50,"TA",530,98,852,"TA",918,0,0,918,0,1,1,0,3,"TA","Typ","Attchd",1,"TA","Y",192,84,0,0,0,"NA",0,3,"Normal",14.8,1,0
2255,85,82,8410,"NA","IR1","Lvl","SFoyer",6,6,1974,0,"TA",0,46,970,"TA",1026,0,0,1026,1,0,1,0,2,"TA","Typ","Attchd",2,"TA","Y",193,0,0,0,0,"NA",0,4,"Normal",14.3,0,0
2256,120,46,4054,"NA","IR1","Lvl","1Story",7,6,1987,352,"TA",0,552,1501,"Ex",1501,0,0,1501,1,0,2,0,2,"Gd","Typ","Attchd",2,"TA","Y",240,0,0,0,0,"NA",0,10,"Normal",24.4,0,0
2257,120,0,9763,"NA","IR1","Lvl","1Story",7,5,1998,239,"TA",72,328,1502,"Ex",1502,0,0,1502,1,0,1,1,1,"Gd","Typ","Attchd",1,"TA","Y",0,0,0,0,0,"NA",0,9,"Normal",33,1,0
